main_category,sub_category,book_id,book_title,book_author,publisher,publish_date,aladin_price,aladin_star,aladin_review,kyobo_price,kyobo_star,kyobo_review,yes24_price,yes24_star,yes24_review,interpark_price,interpark_star,interpark_review
가정/생활/요리,요리,21354394,에듀윌 제과 제빵기능사 필기끝장,오명석 장다예 박진홍 외 ,에듀윌,2022.01.09,18000,10.0,7,18000,9.4,3,20000,10.0,6,18000,10.0,5
가정/생활/요리,집/살림,14518950,노후주택 리모델링,전원속의 내집 편집부,주택문화사,2019.01.24,24300,10.0,1,24300,9.8,0,27000,8.8,5,24300,10.0,1
가정/생활/요리,집/살림,16853326,실내에서 이끼키우기,이선희 박웅택 정혜원 이은정,플로라,2020.10.20,14400,10.0,1,14400,8.3,0,16000,10.0,1,14400,0.0,0
가정/생활/요리,집/살림,6860734,내 손으로 직접하는 나무 가지치기,편집부,그린홈,2012.03.15,17100,7.5,4,17100,9.7,1,19000,9.2,6,17100,8.0,1
가정/생활/요리,집/살림,12863883,시공사도 건축가도 안 알려주는 건축주만이 알려줄 수 있는 집짓기 진실,손창완,주택문화사,2017.12.06,20700,10.0,4,20700,9.2,0,23000,8.8,4,20700,0.0,0
가정/생활/요리,집/살림,16290376,선인장도 말려 죽이는 그대에게,송한나,책밥,2020.03.23,16920,9.2,12,16920,9.2,6,18800,9.2,16,16920,9.1,7
가정/생활/요리,집/살림,22202689,방구석 가드닝,앤절라 S. 저드,문학수첩,2022.03.25,12600,10.0,4,12600,10.0,1,14000,10.0,5,12600,0.0,0
가정/생활/요리,집/살림,8843474,인테리어 원 북,윤소연,디자인하우스,2015.04.05,14400,9.0,36,14400,9.2,20,16000,8.9,25,14400,9.9,15
가정/생활/요리,집/살림,7306017,텃밭정원 가이드북,오도,그물코,2013.09.10,13500,9.5,4,13500,9.0,0,15000,8.8,4,13500,9.3,1
가정/생활/요리,집/살림,7361595,정원의 발견,오경아,궁리,2013.11.15,20700,8.4,11,20700,10.0,6,23000,9.4,14,20700,9.0,2
가정/생활/요리,집/살림,16358389,최고의 인테리어는 정리입니다,정희숙,가나출판사,2020.05.20,13500,8.2,34,13500,9.2,16,15000,9.1,35,13500,8.6,6
가정/생활/요리,집/살림,14722265,가방 패턴 만들기,고시젠 유카,북핀,2019.04.15,13500,9.6,5,13500,9.2,0,15000,9.0,7,13500,0.0,0
가정/생활/요리,집/살림,16749786,나도 초록 식물 잘 키우면 소원이 없겠네,허성하,한빛라이프,2020.09.28,14220,10.0,13,14220,9.8,1,15800,9.8,19,14220,10.0,2
가정/생활/요리,집/살림,13642248,꿈꾸던 전원주택을 짓다,이동혁,카멜북스,2018.05.28,18000,0.0,0,18000,9.9,1,20000,9.6,4,18000,8.0,2
가정/생활/요리,집/살림,22365059,정원놀이의 식물 디자인 레시피,최정원,싸이프레스,2022.05.02,16920,9.8,16,16920,10.0,1,18800,9.8,15,16920,0.0,0
가정/생활/요리,집/살림,10648640,단독주택 리모델링 무조건 따라하기,이종민,한국경제신문i,2016.06.03,19000,8.6,12,18000,8.9,3,20000,8.8,18,18000,9.0,6
가정/생활/요리,집/살림,6898100,관엽식물 가이드 155,와타나베 히토시,GREEN HOME,2012.05.11,17100,9.0,7,17100,9.6,1,19000,9.6,8,17100,9.0,2
가정/생활/요리,집/살림,21368128,마음이 단단해지는 살림,강효진,비타북스,2021.12.20,13500,9.6,35,13500,10.0,10,15000,9.6,38,13500,9.0,4
가정/생활/요리,집/살림,20578091,건축탐구 집,임형남 노은주,EBS BOOKS,2021.05.28,21600,9.8,14,21600,10.0,3,24000,9.5,8,21600,8.0,2
가정/생활/요리,집/살림,20521590,정리 못하는 사람을 위한,와타나베 아야,즐거운상상,2021.05.25,12600,10.0,6,12600,8.6,0,14000,9.4,13,12600,0.0,0
가정/생활/요리,집/살림,16236900,정리의 힘,곤도 마리에,웅진지식하우스,2020.02.20,14400,9.0,25,14400,9.8,10,16000,9.1,32,14400,9.6,9
가정/생활/요리,집/살림,21356622,집수리 닥터 강쌤의 셀프 집수리,강태운,리스컴,2021.12.20,19800,9.8,10,19800,8.5,4,22000,9.4,19,19800,9.6,5
가정/생활/요리,집/살림,14593266,직장인 겁 없이 상가주택 짓다,진하빠,주택문화사,2019.02.23,11700,9.5,4,11700,9.2,1,13000,9.3,4,11700,0.0,0
가정/생활/요리,집/살림,17526053,우리집 작은 정원 미니분재 만들기,고바야시 겐지,더난출판,2020.11.23,15300,10.0,2,15300,7.5,0,17000,10.0,1,15300,0.0,0
가정/생활/요리,집/살림,6950636,제가 살고 싶은 집은,이일훈 송승훈,서해문집,2012.07.03,16200,8.8,50,16200,10.0,8,18000,9.0,37,16200,9.4,22
가정/생활/요리,집/살림,16290310,하루 10분 꼼수 살림법,김영은,청림라이프,2020.03.27,13500,9.0,12,13500,9.7,2,15000,8.4,35,13500,0.0,0
가정/생활/요리,집/살림,13449476,집수리 셀프 교과서,맷 웨버,보누스,2018.03.30,16200,9.5,8,16200,8.6,3,18000,9.1,11,16200,9.4,6
가정/생활/요리,집/살림,12975789,레이첼의 장미 모티브 손뜨개 소품 31,양선영,팜파스,2018.01.05,15120,10.0,8,15120,9.6,2,16800,9.5,11,15120,10.0,4
가정/생활/요리,집/살림,10504911,건물주가 되는 첫걸음 상가주택 짓기,구선영 홍만식,위즈덤하우스,2016.04.20,14220,9.0,4,14220,9.6,2,15800,8.6,8,14220,10.0,1
가정/생활/요리,집/살림,14203401,1일 1정리,심지은,포북(forbook),2018.11.20,14400,9.5,23,14400,9.6,4,16000,9.5,36,14400,10.0,3
가정/생활/요리,집/살림,10361527,공간을 쉽게 바꾸는 조명,안자이 테쓰,마티,2016.03.10,21600,9.0,4,21600,8.2,0,24000,8.6,4,21600,8.0,0
가정/생활/요리,집/살림,13458110,플로렛 농장의 컷 플라워 가든,에린 벤자킨 줄리 차이,한스미디어,2018.03.29,28800,10.0,2,28800,8.9,0,32000,9.0,3,28800,0.0,0
가정/생활/요리,집/살림,15202561,하우스 인테리어,하우스앱,길벗,2019.07.15,16200,9.5,12,16200,9.4,12,18000,9.3,31,16200,9.7,11
가정/생활/요리,집/살림,14572031,처음 시작하는 구근식물 가드닝,마쓰다 유키히로,한스미디어,2019.02.25,18000,7.0,2,18000,8.9,1,20000,8.3,3,18000,0.0,0
가정/생활/요리,집/살림,13257980,올 어바웃 플라워숍 All about Flower Shop,엄지영 강세종,북하우스엔,2018.01.30,18000,9.5,12,18000,9.0,1,20000,9.4,12,18000,10.0,6
가정/생활/요리,집/살림,18033855,365일 자동 절약 시스템 가계부,오미옥,황금부엉이,2021.03.10,13950,10.0,7,13950,10.0,0,15500,10.0,2,13950,0.0,0
가정/생활/요리,집/살림,20568471,슬기로운 미니멀 라이프,슬엄생 리나,루리책방,2021.07.09,13320,9.3,32,13320,10.0,9,14800,9.3,36,13320,10.0,6
가정/생활/요리,집/살림,20578155,나의 첫 번째 전원주택 짓기,이동혁 임성재 정다운,좋은땅,2021.05.12,23400,0.0,0,23400,9.7,1,26000,10.0,2,23400,0.0,0
가정/생활/요리,집/살림,20880716,집안일 반으로 줄이기,혼마 아사코 후지와라 치아키 카와노 마키,즐거운상상,2021.09.10,13500,10.0,3,13500,9.2,0,15000,9.8,10,13500,0.0,0
가정/생활/요리,집/살림,20657943,조명 인테리어 셀프 교과서,김은희,보누스,2021.07.05,17820,9.6,13,17820,9.3,4,19800,9.6,14,17820,9.3,3
가정/생활/요리,집/살림,13744035,첫번째 마크라메,이선미,책밥,2018.07.05,14400,9.8,13,14400,9.3,4,16000,9.3,24,14400,9.1,8
가정/생활/요리,집/살림,11838881,집짓기 바이블,조남호 문훈 김창균 문성광 송형국 정재식 문병호,마티,2017.04.17,27000,9.2,15,27000,8.4,4,30000,9.2,14,27000,9.6,4
가정/생활/요리,집/살림,20770697,비욘드 더 리프 스타일,비욘드 더 리프,지금이책,2021.07.20,13500,10.0,7,13500,10.0,2,15000,9.8,14,13500,0.0,0
가정/생활/요리,집/살림,18870300,시골땅 집짓기 성공해부학,김용만 박은일 정해광 도서출판 품,품,2021.04.19,14400,0.0,0,14400,10.0,0,16000,10.0,1,14400,0.0,0
가정/생활/요리,집/살림,16323275,사진으로 배우는 분재의 기술,tokizaki atsushi,그린홈,2020.04.10,20700,10.0,1,20700,10.0,1,23000,10.0,1,20700,0.0,0
가정/생활/요리,집/살림,18992677,방 배치 도감,콜라보하우스 1급 건축사 사무소,한스미디어,2021.04.20,16200,9.2,5,16200,9.5,1,18000,9.2,5,16200,0.0,0
가정/생활/요리,집/살림,2617521,타샤의 집,타샤 튜더,윌북(willbook),2018.01.30,14220,9.2,67,14220,9.2,10,15800,9.4,5,14220,8.9,19
가정/생활/요리,집/살림,15045456,다육식물도감 Cacti & Succulents,하가네 나오유키,유나,2019.06.14,16200,0.0,0,16200,9.3,0,18000,8.0,2,16200,0.0,0
가정/생활/요리,집/살림,14474626,소재일기,김알바 배철호,수풀미디어,2019.02.25,31350,10.0,2,29700,9.2,0,33000,10.0,2,29700,8.0,1
가정/생활/요리,집/살림,13603199,아름다운 정원 조경 레시피 85,오시노 도시야,한스미디어,2018.05.14,21600,10.0,1,21600,10.0,1,24000,8.0,1,21600,9.0,2
가정/생활/요리,집/살림,16271848,20가지 인테리어 법칙,아라이 시마,즐거운상상,2020.03.10,12600,9.0,30,12600,9.5,13,14000,9.5,45,12600,10.0,8
가정/생활/요리,집/살림,22291959,오거나이즈 타임,박정선,북스고,2022.03.28,15300,9.9,16,15300,10.0,13,17000,9.3,27,15300,9.5,4
가정/생활/요리,자녀교육,21378444,창의력을 채우는 놀이 수학,장지은,넥서스,2022.01.03,12600,9.9,94,12600,9.9,2,14000,9.9,128,12600,10.0,1
가정/생활/요리,자녀교육,16240194,영어책 읽기의 힘,고광윤,길벗,2020.02.05,17820,8.6,39,17820,8.6,2,19800,9.6,53,17820,9.8,8
가정/생활/요리,자녀교육,14468466,잠수네 초등 1 2학년 공부법,이신애,알에이치코리아,2019.01.22,22500,10.0,12,22500,9.4,1,25000,9.8,35,22500,10.0,8
가정/생활/요리,자녀교육,20683013,입시를 알면 아이 공부가 쉬워진다,정영은,유노라이프,2021.07.07,13500,10.0,1,13500,10.0,0,15000,9.8,15,13500,10.0,2
가정/생활/요리,자녀교육,10338147,하루 10분 엄마놀이,이임숙,카시오페아,2016.03.21,10800,9.2,8,10800,8.3,1,12000,9.5,53,10800,9.4,22
가정/생활/요리,자녀교육,12495395,엄마 반성문,이유남,덴스토리(Denstory),2017.09.01,12600,8.1,88,12600,9.4,23,14000,8.9,87,12600,9.6,25
가정/생활/요리,자녀교육,21356133,그림책 페어런팅,김세실,한길사,2021.12.17,15300,10.0,4,15300,10.0,3,17000,10.0,2,15300,0.0,0
가정/생활/요리,자녀교육,166406,HELLO 베이비 HI 맘,서현주 김린,한울림,2019.11.07,14400,8.2,34,14400,9.3,2,16000,8.6,39,14400,9.2,21
가정/생활/요리,자녀교육,22059747,아이의 성적격차가 갈리는 초5 공부의 비밀,송재환,글담출판,2022.03.10,14400,10.0,5,14400,10.0,3,16000,9.8,17,14400,0.0,0
가정/생활/요리,자녀교육,2958422,아이를 잘 키운다는 것,노경선,위즈덤하우스,2007.07.23,10800,9.1,74,10800,9.8,2,12000,9.1,67,10800,9.3,57
가정/생활/요리,자녀교육,20810426,1% 학습 코칭,박영호,라즈베리,2021.07.23,15120,10.0,11,15120,10.0,0,16800,9.6,8,15120,0.0,0
가정/생활/요리,자녀교육,20660324,공부머리는 문해력이다,진동섭,포르체,2021.07.01,13500,9.9,15,13500,9.6,8,15000,9.5,20,13500,9.0,2
가정/생활/요리,자녀교육,21292160,365 부모 말하기 연습 일력,재연,한빛라이프,2021.12.01,16200,8.8,18,16200,10.0,1,18000,9.9,34,16200,10.0,3
가정/생활/요리,자녀교육,21297731,사춘기 자존감 수업,안정희,카시오페아,2021.11.26,14400,9.8,24,14400,10.0,3,16000,9.6,40,14400,10.0,2
가정/생활/요리,자녀교육,13445555,당황하지 않고 웃으면서 아들 성교육 하는 법,손경이,다산에듀,2018.03.21,12600,6.9,77,12600,8.7,1,14000,9.0,73,12600,9.7,18
가정/생활/요리,자녀교육,16215017,하루 3줄 초등 글쓰기의 기적,윤희솔,청림라이프,2020.02.05,13050,9.1,53,13050,9.7,1,14500,9.7,76,13050,10.0,15
가정/생활/요리,자녀교육,21344264,수학원리를 제대로 배운 아이는 쉽게 계산합니다,차지혜,블루무스,2022.01.05,14850,9.2,5,14850,10.0,5,16500,9.9,7,14850,0.0,0
가정/생활/요리,자녀교육,16243772,하루 5분 엄마의 언어 자극,장재진,카시오페아,2020.02.17,13500,9.4,21,13500,9.4,2,15000,9.6,44,13500,9.1,7
가정/생활/요리,자녀교육,21307550,나는 예민한 엄마입니다,송희재,북드림,2021.11.30,15120,10.0,18,15120,10.0,2,16800,9.9,18,15120,10.0,3
가정/생활/요리,자녀교육,16849971,엄마의 소신,지영,서사원,2020.10.15,15120,10.0,22,15120,10.0,2,16800,9.8,32,15120,10.0,1
가정/생활/요리,자녀교육,16687691,0.1%의 비밀,김경일,EBS BOOKS,2020.09.14,13500,8.0,3,13500,9.8,4,15000,9.0,4,13500,0.0,0
가정/생활/요리,자녀교육,7522306,잠수네 프리스쿨 영어공부법,이신애,알에이치코리아,2014.04.15,19800,8.8,21,19800,9.2,2,22000,9.4,56,19800,9.4,30
가정/생활/요리,자녀교육,21255805,아이와의 관계는 아빠의 말투에서 시작됩니다,범준,다산에듀,2021.11.04,13500,9.7,25,13500,10.0,9,15000,9.6,47,13500,10.0,5
가정/생활/요리,집/살림,7311667,3배속 살림법,조윤경,스타일북스,2013.09.23,14220,9.0,49,14220,9.5,5,15800,9.5,52,14220,9.7,29
가정/생활/요리,자녀교육,16894584,서두르지 않고 성장 발달에 맞추는 ABA 육아법,상민,마음책방,2020.11.05,16920,9.8,28,16920,10.0,3,18800,9.8,28,16920,9.0,2
가정/생활/요리,자녀교육,9412506,세상에서 제일 쉬운 그림 그리기,원아영,슬로래빗,2015.08.17,11520,9.6,143,11520,9.5,1,12800,9.5,129,11520,9.9,20
가정/생활/요리,집/살림,20514416,운테리어,박성준,소미미디어,2021.05.25,14670,9.7,55,14670,7.5,24,16300,9.6,68,14670,9.4,18
가정/생활/요리,집/살림,22289452,아파트 담장 넘어 도망친 도시 생활자,한은화,동아시아,2022.03.23,14850,9.8,13,14850,10.0,3,16500,10.0,5,14850,0.0,0
가정/생활/요리,집/살림,7091924,주거해부도감,마스다 스스무,더숲,2012.12.05,13410,8.8,52,13410,9.1,9,14900,8.7,30,13410,8.1,14
가정/생활/요리,집/살림,21248456,에코 미니멀 살림 연습,양순아,레시피팩토리,2021.11.04,14850,9.9,17,14850,10.0,1,16500,9.4,16,14850,10.0,1
가정/생활/요리,집/살림,20824744,식물 디자인의 발견,경아,궁리,2021.08.13,18000,8.0,1,18000,9.3,0,20000,9.5,6,18000,0.0,0
가정/생활/요리,집/살림,18870293,그린썸의 홈 가드닝 꼼꼼 안내서,김정민,지식공감,2021.04.05,16200,9.0,2,16200,10.0,0,18000,9.9,13,16200,0.0,0
가정/생활/요리,집/살림,18006791,세탁 살림 백과,세탁설,황금부엉이,2021.03.03,13950,10.0,4,13950,9.8,1,15500,9.8,15,13950,10.0,1
가정/생활/요리,집/살림,12085076,텃밭농사 무작정 따라하기,심철흠,길벗,2017.05.25,22050,9.9,16,22050,9.8,15,24500,9.5,30,22050,9.6,16
가정/생활/요리,집/살림,13400513,정원생활자의 열두 달,오경아,궁리,2018.03.08,18000,9.2,10,18000,9.7,4,20000,10.0,21,18000,0.0,0
가정/생활/요리,집/살림,22348290,몬스테라 알보로 시작하는 식테크의 모든 것,박선호,시월,2022.04.30,22500,10.0,6,22500,10.0,1,25000,10.0,7,22500,10.0,2
가정/생활/요리,자녀교육,16656397,내가 들어보지 못해서 아이에게 해주지 못한 말들,다나카 시게키,길벗,2020.09.01,12420,9.6,39,12420,9.6,15,13800,9.6,53,12420,10.0,3
가정/생활/요리,집/살림,16711617,당신의 인생을 정리해드립니다,이지영,쌤앤파커스,2020.10.08,13500,9.5,44,13500,7.7,19,15000,9.4,106,13500,10.0,15
가정/생활/요리,집/살림,9005122,가드너 다이어리,국립수목원,지오북,2015.04.24,16200,9.7,13,16200,9.3,3,18000,9.0,5,16200,10.0,1
가정/생활/요리,집/살림,21300618,식물 상담,강세종,북하우스엔,2021.11.26,16200,9.4,14,16200,8.8,6,18000,9.8,28,16200,10.0,1
가정/생활/요리,집/살림,22109191,식물 같이 키우실래요?,블랙죠,심플라이프콘텐츠그룹(심플라이프),2022.03.15,18000,10.0,5,18000,10.0,1,20000,10.0,3,18000,0.0,0
가정/생활/요리,집/살림,18868562,인테리어 디자인과 스타일링의 기본,프리다 람스테드,책사람집,2021.04.05,16200,10.0,8,16200,10.0,2,18000,9.6,4,16200,10.0,1
가정/생활/요리,집/살림,20660749,오전의 살림 탐구,정이숙,라이프앤페이지,2021.07.07,15300,9.5,28,15300,9.8,5,17000,9.7,22,15300,10.0,2
가정/생활/요리,집/살림,20948939,킨포크 가든,존 번스,윌북,2021.10.01,29700,10.0,5,29700,9.5,2,33000,10.0,11,29700,0.0,0
가정/생활/요리,자녀교육,15064621,공부머리 만드는 그림책 놀이 일 년 열두 달,박형주 김지연,다우출판,2019.06.21,21600,9.8,21,21600,9.4,10,24000,9.6,59,21600,9.6,9
가정/생활/요리,자녀교육,15303807,초등공부 독서로 시작해 글쓰기로 끝내라,김성효,해냄출판사,2019.08.08,15120,9.9,47,15120,9.8,2,16800,9.8,76,15120,9.7,20
가정/생활/요리,자녀교육,15260332,틱 증상 ADHD 발달장애 가정에서 치료하기,지윤채,호박,2019.08.01,12600,0.0,0,12600,9.0,3,14000,8.6,4,12600,0.0,0
가정/생활/요리,자녀교육,164926,베이비토크,샐리 워드,마고북스,2003.06.05,13500,8.5,38,13500,9.1,5,15000,8.6,31,13500,8.9,37
가정/생활/요리,집/살림,18004995,케이라플레르 플라워 코스,김애진,한스미디어,2021.03.05,28800,10.0,6,28800,9.9,0,32000,10.0,10,28800,0.0,0
가정/생활/요리,집/살림,16302428,무비료 텃밭농사 교과서,오카모토 요리타카,보누스,2020.04.13,15120,9.2,13,15120,10.0,10,16800,9.4,18,15120,9.7,7
가정/생활/요리,집/살림,16375062,반짝반짝 청소,박현정,중앙북스,2020.06.09,15300,10.0,10,15300,10.0,11,17000,10.0,23,15300,10.0,8
가정/생활/요리,집/살림,14429419,초절약 살림법,조윤경,책책,2019.01.03,14220,9.3,26,14220,7.6,4,15800,9.8,37,14220,0.0,0
가정/생활/요리,요리,16627640,박막례시피,박막례 김유라,미디어창비,2020.09.15,15750,9.1,35,15750,7.9,1,17500,9.0,21,15750,0.0,0
가정/생활/요리,요리,20512328,브리첼의 감성 케이크,서귀영,북라이프,2021.05.18,19800,10.0,17,19800,9.2,7,22000,9.8,30,19800,10.0,11
가정/생활/요리,요리,8063622,백종원이 추천하는 집밥 메뉴 52,백종원,서울문화사,2014.08.28,8910,8.9,85,8910,9.3,1,9900,8.7,84,8910,0.0,0
가정/생활/요리,요리,18003547,홀그레인 비건 베이킹,김문정,레시피팩토리,2021.02.18,14220,9.8,52,14220,10.0,4,15800,10.0,27,14220,9.8,17
가정/생활/요리,요리,21351562,한 번 알아두면 평생 써먹는 집밥 수업,이윤정,빅피시,2021.12.10,16650,9.0,8,16650,9.4,2,18500,9.7,30,16650,10.0,4
가정/생활/요리,요리,22017795,혜니쿡의 파스타 다이어리,전혜원,책밥,2022.03.05,16200,9.8,26,16200,10.0,14,18000,10.0,44,16200,10.0,7
가정/생활/요리,요리,14452114,위스키 인포그래픽,Dominic Roskrow,영진닷컴,2019.01.30,19800,9.2,13,19800,9.5,2,22000,9.2,15,19800,10.0,6
가정/생활/요리,요리,21262261,아하부장의 맛,아하부장,프롬비,2021.11.11,19800,9.8,12,19800,10.0,1,22000,9.8,18,19800,10.0,1
가정/생활/요리,요리,21292956,2만원으로 일주일 집밥 만들기,송혜영,길벗,2021.11.19,15120,9.8,28,15120,8.9,25,16800,9.8,48,15120,10.0,7
가정/생활/요리,요리,14480846,에어프라이어 만능 레시피북,강지현,메가스터디북스(엔트리),2019.02.01,10800,9.2,51,10800,9.2,40,12000,9.5,169,10800,9.5,18
가정/생활/요리,요리,16397556,하루 5000원 집밥 만능 레시피북,겨울딸기 강지현,메가스터디북스,2020.07.07,13410,9.8,86,13410,9.7,2,14900,9.8,49,13410,10.0,12
가정/생활/요리,요리,16328564,집밥이 편해지는 명랑쌤 비법 밑반찬,이혜원,레시피팩토리,2020.04.16,12420,9.9,37,12420,8.1,3,13800,9.2,33,12420,9.8,12
가정/생활/요리,요리,11612438,아기가 잘 먹는 이유식은 따로 있다,김정미,레시피팩토리,2017.02.09,16920,8.9,103,16920,9.4,3,18800,9.5,45,16920,9.3,132
가정/생활/요리,요리,21288832,메종드율의 맛있는 집밥 이야기,임보연,한스미디어,2021.11.19,18000,6.7,3,18000,9.5,1,20000,10.0,4,18000,10.0,1
가정/생활/요리,요리,17651577,나의 프랑스식 오븐 요리,이선혜,b.read(브레드),2020.12.23,16200,9.7,7,16200,10.0,2,18000,9.7,19,16200,9.8,9
가정/생활/요리,요리,21403729,차의 계절,정다형,한스미디어,2022.01.13,18000,9.6,20,18000,10.0,2,20000,10.0,8,18000,10.0,1
가정/생활/요리,요리,15140143,세상 편한 서현이네 유아 식판식,한온유,베가북스,2019.08.01,13320,8.5,16,13320,9.4,1,14800,9.4,10,13320,0.0,0
가정/생활/요리,요리,21369038,원큐패스 한식조리기능사 필기,이현경 김정여,다락원,2022.01.10,14400,0.0,0,14400,9.2,3,16000,10.0,1,14400,0.0,0
가정/생활/요리,요리,20883655,동명 양과자점의 아메리칸 쿠키 레시피,소이현 윤재진,영진닷컴,2021.09.03,14400,5.6,36,14400,6.6,1,16000,8.2,47,14400,7.3,3
가정/생활/요리,요리,15053740,오늘의 일인분 일식,베터홈 협회,참돌,2019.06.17,3960,10.0,2,3960,8.7,0,1380,8.1,13,3960,0.0,0
가정/생활/요리,요리,21366202,와인 바이블,케빈 즈랠리,한스미디어,2021.12.22,40500,9.8,82,40500,10.0,2,45000,9.8,7,40500,0.0,0
가정/생활/요리,요리,17718005,제과제빵기능사 기출문제집,김연진,더배움,2021.11.30,12600,0.0,0,12600,9.4,2,14000,10.0,3,12600,0.0,0
가정/생활/요리,요리,21350688,진짜 기본 베이킹책,베이킹팀 굽ㄷa,레시피팩토리,2021.12.09,14220,9.8,39,14220,10.0,1,15800,9.8,29,14220,9.5,4
가정/생활/요리,요리,12548038,커피인문학,영순,인물과사상사,2017.09.22,17100,8.1,23,17100,9.8,2,19000,8.6,20,17100,8.7,5
가정/생활/요리,요리,17801520,샌드위치의 모든 것,메이랩,경향미디어,2021.01.20,12420,10.0,11,12420,9.7,0,13800,10.0,11,12420,0.0,0
가정/생활/요리,요리,14117302,소유진의 엄마도 아이도 즐거운 이유식,소유진,길벗,2018.11.15,16650,9.3,33,16650,9.6,1,18500,9.3,37,16650,9.3,9
가정/생활/요리,요리,20926971,도시곳간 반찬 이야기,민요한,서사원,2021.09.24,15750,10.0,10,15750,10.0,4,17500,9.3,18,15750,0.0,0
가정/생활/요리,요리,17665268,와인잔에 담긴 인문학,황헌,시공사,2020.12.25,18000,9.4,35,18000,9.4,10,20000,9.4,27,18000,10.0,1
가정/생활/요리,요리,21026355,반죽부터 다시 시작하는 스콘,하영아,길벗,2021.10.04,15300,9.3,31,15300,8.8,2,17000,9.8,41,15300,8.0,3
가정/생활/요리,요리,20765282,라미의 믿고 먹는 다이어트 레시피,이주아,북테이블,2021.07.15,16200,9.9,114,16200,9.9,30,18000,10.0,89,16200,9.9,25
가정/생활/요리,요리,13445941,아기와 함께 10개월 잘 먹기 태교음식,이지연,레시피팩토리,2018.03.22,16020,10.0,16,16020,9.7,1,17800,9.6,22,16020,10.0,7
가정/생활/요리,요리,22035839,이렇게 맛있는 브리오슈,장 마리 라니오 제레미 볼레스터,비앤씨월드,2022.03.03,18000,9.0,8,18000,10.0,2,20000,9.7,11,18000,0.0,0
가정/생활/요리,요리,18123502,한달에 7kg 빠지는 다이어트 레시피,송혜영(욜로리아),길벗,2021.03.22,14220,9.7,31,14220,9.0,16,15800,9.7,50,14220,9.5,8
가정/생활/요리,요리,17194290,제빵의 과학,요시노 세이이치,터닝포인트,2020.12.07,14400,10.0,3,14400,9.8,2,16000,9.5,8,14400,10.0,2
가정/생활/요리,요리,16271694,매일 한끼 비건 집밥,이윤서,테이스트북스,2020.02.24,16200,9.4,18,16200,9.4,2,18000,9.8,22,16200,9.0,2
가정/생활/요리,요리,20506297,맛있고 배부른 다노 다이어트 레시피,다노 이지수 이애리,세미콜론,2021.05.17,17100,9.9,36,17100,9.9,9,19000,9.8,49,17100,9.7,12
가정/생활/요리,요리,16849517,처음 읽는 술의 세계사,미야자키 마사카츠,탐나는책,2020.10.26,14400,8.2,23,14400,9.3,1,16000,9.1,27,14400,9.5,8
가정/생활/요리,요리,20627047,샐러드에 반하다,장연정,리스컴,2021.05.18,12600,10.0,6,12600,9.3,2,14000,10.0,7,12600,10.0,2
가정/생활/요리,요리,14929694,더 쉽고 더 맛있게 고단백 저탄수화물 다이어트 레시피,박지우,위즈덤하우스,2019.05.20,14400,9.2,48,14400,9.9,2,16000,9.8,64,14400,10.0,9
가정/생활/요리,요리,11750397,음식과 요리,해럴드 맥기,이데아,2017.03.02,79200,9.3,6,79200,9.9,2,88000,10.0,4,79200,10.0,1
가정/생활/요리,요리,13760466,위스키는 어렵지 않아,카엘 귀도,그린쿡,2018.07.10,22500,0.0,0,22500,10.0,2,25000,10.0,4,22500,0.0,0
가정/생활/요리,요리,20864381,Ollicake’s Buttercream Flowers,HYEHYUN SONG Sekwon Chong,비앤씨월드,2021.09.02,14400,10.0,3,14400,10.0,2,16000,10.0,7,14400,0.0,0
가정/생활/요리,요리,18123716,와인에 몹시 진심입니다만,임승수,수오서재,2021.03.22,13320,9.6,25,13320,9.7,13,14800,9.8,50,13320,10.0,10
가정/생활/요리,요리,22292713,캐릭터 콩콩도시락,김희영,레시피팩토리,2022.03.23,14850,10.0,24,14850,10.0,3,16500,9.9,24,14850,0.0,0
가정/생활/요리,요리,21141849,이렇게 맛있고 멋진 채식이라면,신주하,혜다,2021.10.30,22320,10.0,4,22320,10.0,2,24800,10.0,5,22320,10.0,1
가정/생활/요리,요리,22275844,요리와 과학,마이클 브렌너 피아 소렌슨 데이비드 위츠,영진닷컴,2022.03.21,21600,9.7,7,21600,10.0,2,24000,9.8,9,21600,0.0,0
가정/생활/요리,요리,16348362,버번 위스키의 모든 것,조승원,싱긋,2020.05.08,28800,9.7,14,28800,10.0,2,32000,9.4,10,28800,9.7,6
가정/생활/요리,요리,18896014,크림의 비밀,이민철 김이슬,비앤씨월드,2021.04.01,34200,10.0,3,34200,10.0,2,38000,9.3,4,34200,0.0,0
가정/생활/요리,요리,18987663,널리케이크의 한식 디저트 클래스,김주현,한스미디어,2021.04.23,19800,9.5,8,19800,9.9,2,22000,10.0,6,19800,9.3,3
가정/생활/요리,자녀교육,21350332,123미니쌤의 초등 수학 로드맵,김민희,생각지도,2021.12.22,15300,10.0,9,15300,9.9,1,17000,10.0,11,15300,0.0,0
가정/생활/요리,요리,13773719,칵테일 도감,사이토 쓰토무 사토 준,한뼘책방,2018.07.10,13500,10.0,5,13500,9.8,2,15000,8.7,3,13500,0.0,0
가정/생활/요리,요리,20579391,맛있게 쓴 옥주부 레시피 100,정종철,중앙북스,2021.06.01,16200,9.9,21,16200,8.1,11,18000,9.6,36,16200,10.0,3
